0.563165,0.119924
0.566856,0.0531045
0.518477,0.0827347
0.556306,0.133264
0.493972,0.0572133
0.486744,0.091447
0.546737,0.047151
0.535383,0.0570327
0.485683,0.104706
0.518405,0.146554
0.527666,0.142844
0.586866,0.0536876
0.564305,0.0568736
0.556833,0.127491
0.599423,0.0610694
0.607014,0.054928
0.498958,0.0582474
0.515431,0.132494
0.530177,0.100881
0.519942,0.104911
0.579684,0.0470771
0.575174,0.0537042
0.527773,0.0844491
0.470576,0.0974552
0.474334,0.126623
0.522591,0.111857
0.474782,0.0650779
0.562318,0.115785
0.499131,0.136857
0.550592,0.10751
0.556964,0.0762386
0.536589,0.0978514
0.550618,0.0503043
0.627612,0.0454435
0.564689,0.0993784
0.501925,0.0533372
0.590375,0.0873271
0.545465,0.0564729
0.538591,0.05478
0.532099,0.125916
0.535645,0.12533
0.50939,0.0637837
0.474374,0.0789529
0.511886,0.0938544
0.502813,0.0423318
0.527796,0.144308
0.616785,0.0589052
0.471972,0.114044
0.558889,0.125286
0.476692,0.0697704
0.488963,0.112966
0.589867,0.0531017
0.528025,0.0725892
0.531067,0.0575813
0.601249,0.121599
0.486205,0.109202
0.61305,0.0909231
0.572135,0.0960277
0.606407,0.0818507
0.525204,0.0754123
0.535021,0.124941
0.573803,0.0583069
0.500135,0.139799
0.629732,0.0711418
0.498451,0.0484267
0.618943,0.127392
0.497526,0.13115
0.489959,0.135097
0.563979,0.127286
0.503162,0.0944334
0.591951,0.163489
0.569254,0.0414579
0.599725,0.0720511
0.56171,0.0489842
0.611972,0.0874749
0.585543,0.0924507
0.580632,0.109373
0.473592,0.0478058
0.528822,0.0877044
0.47191,0.0597089
0.518622,0.0577103
0.583574,0.0506154
0.508822,0.119026
0.500604,0.0739126
0.513215,0.0960189
0.582418,0.0765242
0.507807,0.141819
0.594396,0.147144
0.552926,0.102308
0.605736,0.0466328
0.611098,0.104111
0.603921,0.0757096
0.549764,0.0719366
0.480812,0.0459366
0.470871,0.129796
0.504917,0.0882957
0.520916,0.104304
0.529499,0.0511241
0.618875,0.0695251
0.567572,0.0914048
