0.602097, 0.361365, 0.522947
0.4714, 0.349073, 0.560244
0.522927, 0.472105, 0.479758
0.49149, 0.435736, 0.532293
0.587446, 0.379442, 0.484154
0.570794, 0.464351, 0.534982
0.548468, 0.445561, 0.495202
0.567013, 0.492631, 0.538558
0.55252, 0.415754, 0.424483
0.52714, 0.433861, 0.475111
0.509639, 0.441214, 0.469833
0.481684, 0.369297, 0.451283
0.605775, 0.349047, 0.46589
0.47836, 0.4646, 0.558795
0.498004, 0.431377, 0.545975
0.523084, 0.372918, 0.573007
0.610766, 0.462921, 0.480443
0.575509, 0.417966, 0.449099
0.582229, 0.488538, 0.44695
0.551947, 0.424164, 0.469135
0.516424, 0.493588, 0.520506
0.578498, 0.369945, 0.42227
0.586421, 0.478915, 0.507615
0.544073, 0.364193, 0.510993
0.605444, 0.362558, 0.51572
0.478398, 0.354522, 0.432358
0.618716, 0.389554, 0.556598
0.566554, 0.43979, 0.434718
0.587484, 0.44095, 0.51144
0.551586, 0.486914, 0.453018
0.545059, 0.478257, 0.459878
0.493844, 0.376603, 0.526425
0.554783, 0.482272, 0.557277
0.611884, 0.359055, 0.578116
0.595686, 0.391461, 0.537872
0.555152, 0.465696, 0.567272
0.573846, 0.471825, 0.489905
0.507228, 0.404515, 0.569177
0.487016, 0.482251, 0.532339
0.620197, 0.489477, 0.525701
0.562249, 0.379859, 0.422672
0.499243, 0.370498, 0.452131
0.569069, 0.369102, 0.425599
0.601885, 0.356187, 0.544212
0.569119, 0.34518, 0.453693
0.607908, 0.490084, 0.555964
0.502721, 0.414413, 0.549155
0.593757, 0.408091, 0.553388
0.472788, 0.448845, 0.450179
0.487076, 0.400776, 0.553478
0.402213, 0.656024, 0.462333
0.375311, 0.640369, 0.557809
0.385844, 0.614428, 0.536788
0.384555, 0.655636, 0.48568
0.512528, 0.637842, 0.490364
0.522504, 0.5754, 0.425266
0.528149, 0.591133, 0.458206
0.381789, 0.615923, 0.444228
0.489273, 0.672517, 0.423226
0.401684, 0.54889, 0.535096
0.445903, 0.664245, 0.452286
0.436005, 0.634785, 0.563075
0.44447, 0.592388, 0.452386
0.424829, 0.578914, 0.561113
0.386318, 0.638944, 0.543191
0.444673, 0.628222, 0.505142
0.450089, 0.660207, 0.581141
0.45496, 0.631807, 0.511314
0.510752, 0.573562, 0.470906
0.391116, 0.694416, 0.550009
0.506285, 0.554493, 0.559498
0.488257, 0.5981, 0.511498
0.473332, 0.61012, 0.463464
0.49328, 0.590288, 0.440138
0.402911, 0.583886, 0.570363
0.399505, 0.662181, 0.572252
0.498662, 0.677043, 0.537473
0.501022, 0.559342, 0.552804
0.380093, 0.669827, 0.512165
0.468353, 0.593516, 0.439888
0.381746, 0.584691, 0.551956
0.382418, 0.593524, 0.500653
0.424222, 0.636933, 0.531111
0.425271, 0.57463, 0.573717
0.496489, 0.623168, 0.458937
0.387998, 0.686521, 0.56672
0.504238, 0.619721, 0.426611
0.435882, 0.595415, 0.461618
0.527968, 0.594676, 0.422991
0.384702, 0.584891, 0.452825
0.390361, 0.690561, 0.455082
0.414269, 0.623438, 0.42647
0.519742, 0.558843, 0.486083
0.435876, 0.617898, 0.531921
0.530677, 0.592026, 0.466318
0.451127, 0.678028, 0.51171
0.524284, 0.55145, 0.487998
0.460337, 0.544091, 0.566981
0.477681, 0.646727, 0.511273
0.404835, 0.64765, 0.539203
0.600278, 0.762441, 0.507715
0.619314, 0.846195, 0.454908
0.51484, 0.891804, 0.443777
0.499875, 0.784466, 0.44954
0.526387, 0.888136, 0.484208
0.578333, 0.818368, 0.556519
0.500272, 0.749965, 0.47909
0.557107, 0.896666, 0.461629
0.53495, 0.74225, 0.428801
0.502875, 0.739491, 0.574999
0.58391, 0.776645, 0.571381
0.549841, 0.892577, 0.532344
0.497017, 0.781584, 0.536938
0.540034, 0.840746, 0.542306
0.522205, 0.75846, 0.432202
0.621844, 0.786796, 0.518097
0.619859, 0.843611, 0.571241
0.598448, 0.84782, 0.439036
0.617182, 0.894216, 0.581292
0.523216, 0.834793, 0.533903
0.601133, 0.833155, 0.514187
0.600122, 0.852325, 0.533856
0.595715, 0.84858, 0.46372
0.547069, 0.830705, 0.561295
0.54872, 0.841439, 0.425437
0.522362, 0.81775, 0.528365
0.517642, 0.819392, 0.512111
0.475025, 0.826124, 0.449165
0.622244, 0.831763, 0.460023
0.486114, 0.879128, 0.572795
0.596225, 0.83681, 0.5248
0.487841, 0.872822, 0.51618
0.58269, 0.858284, 0.42664
0.58446, 0.843875, 0.478099
0.576329, 0.865935, 0.530214
0.544289, 0.77691, 0.494041
0.616773, 0.890865, 0.439007
0.478269, 0.86912, 0.451642
0.59299, 0.812949, 0.567015
0.498738, 0.889026, 0.514837
0.501115, 0.820162, 0.439115
0.533757, 0.780689, 0.421798
0.631685, 0.89462, 0.524703
0.605393, 0.804431, 0.574559
0.537656, 0.779424, 0.504187
0.611219, 0.812521, 0.539478
0.605852, 0.787004, 0.54291
0.516462, 0.828388, 0.424067
0.630151, 0.803458, 0.512849
0.536915, 0.847442, 0.51921
